Id,IndicatorCode,SpatialDimType,SpatialDim,ParentLocationCode,TimeDimType,ParentLocation,Dim1Type,Dim1,TimeDim,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
8082165,WHS4_100,COUNTRY,IND,SEAR,YEAR,South-East Asia,,,2021,,,,,,,85,85.0,,,,2025-07-14T16:23:12.92+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
8113752,WHS4_100,COUNTRY,JPN,WPR,YEAR,Western Pacific,,,2018,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
8144692,WHS4_100,COUNTRY,UGA,AFR,YEAR,Africa,,,2014,,,,,,,85,85.0,,,,2025-07-14T16:23:12.92+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
8360378,WHS4_100,COUNTRY,SGP,WPR,YEAR,Western Pacific,,,2019,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
8460409,WHS4_100,COUNTRY,COL,AMR,YEAR,Americas,,,2020,,,,,,,88,88.0,,,,2025-07-14T16:23:12.92+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
8600400,WHS4_100,COUNTRY,KOR,WPR,YEAR,Western Pacific,,,2017,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
8740148,WHS4_100,COUNTRY,RWA,AFR,YEAR,Africa,,,2017,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
8905160,WHS4_100,COUNTRY,MEX,AMR,YEAR,Americas,,,2012,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
8942690,WHS4_100,COUNTRY,COL,AMR,YEAR,Americas,,,2012,,,,,,,92,92.0,,,,2025-07-14T16:23:12.92+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
8968999,WHS4_100,COUNTRY,EGY,EMR,YEAR,Eastern Mediterranean,,,2024,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
9076566,WHS4_100,COUNTRY,IDN,WPR,YEAR,Western Pacific,,,2014,,,,,,,88,88.0,,,,2025-07-14T16:23:12.92+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
9240044,WHS4_100,COUNTRY,KEN,AFR,YEAR,Africa,,,2014,,,,,,,92,92.0,,,,2025-07-14T16:23:12.92+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
9316795,WHS4_100,COUNTRY,THA,SEAR,YEAR,South-East Asia,,,2010,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
9372983,WHS4_100,COUNTRY,SGP,WPR,YEAR,Western Pacific,,,2020,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
9404907,WHS4_100,COUNTRY,UGA,AFR,YEAR,Africa,,,2017,,,,,,,94,94.0,,,,2025-07-14T16:23:12.92+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
9423648,WHS4_100,COUNTRY,PAK,EMR,YEAR,Eastern Mediterranean,,,2022,,,,,,,85,85.0,,,,2025-07-14T16:23:12.92+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
9518684,WHS4_100,COUNTRY,MEX,AMR,YEAR,Americas,,,2024,,,,,,,78,78.0,,,,2025-07-14T16:23:12.92+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
9576691,WHS4_100,COUNTRY,CHN,WPR,YEAR,Western Pacific,,,2020,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
9652050,WHS4_100,COUNTRY,POL,EUR,YEAR,Europe,,,2015,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
9784836,WHS4_100,COUNTRY,IND,SEAR,YEAR,South-East Asia,,,2014,,,,,,,85,85.0,,,,2025-07-14T16:23:12.92+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
9803501,WHS4_100,COUNTRY,TUR,EUR,YEAR,Europe,,,2013,,,,,,,98,98.0,,,,2025-07-14T16:23:12.92+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
9992422,WHS4_100,COUNTRY,THA,SEAR,YEAR,South-East Asia,,,2022,,,,,,,92,92.0,,,,2025-07-14T16:23:12.92+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
10044342,WHS4_100,COUNTRY,PHL,WPR,YEAR,Western Pacific,,,2014,,,,,,,80,80.0,,,,2025-07-14T16:23:12.92+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
10088736,WHS4_100,COUNTRY,UGA,AFR,YEAR,Africa,,,2019,,,,,,,93,93.0,,,,2025-07-14T16:23:12.92+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
10101831,WHS4_100,COUNTRY,BRA,AMR,YEAR,Americas,,,2010,,,,,,,99,99.0,,,,2025-07-14T16:23:12.92+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
10145922,WHS4_100,COUNTRY,KOR,WPR,YEAR,Western Pacific,,,2024,,,,,,,97,97.0,,,,2025-07-14T16:23:12.92+02:00,2024,2024-01-01T00:00:00+01:00,2024-12-31T00:00:00+01:00
